,Bio,Profession,Gender
5428,"_ practice focuses on trademark and patent issues, including patent litigation, reexamination, appeals, and trademark prosecution for domestic and foreign applicants. _. _ litigates patent cases in federal courts throughout the United States and has appellate experience in various forums. _ can be reached at wes.klimczak@novakdruce.com. Article List IP: How the AIA has affected patent prosecution",attorney,M
5429,"_ research has been supported by NASA, NSF, ONR, AFRL and AFOSR. Applications of _ current research include interaction design for a wide area search munition used in a live flight test and development of a robotic simulation adopted for an urban search and rescue competition by Robocup. _ projects have investigated human-robot interaction, information fusion, the design of analogical representations, effectiveness of visual information retrieval interfaces (VIRIs), human-agent interaction, and virtual environments.",professor,M
5430,"_ is the training coordinator for an integrated health psychology program, training and supervising post-doctoral, pre-doctoral, and practicum level students on a biopsychosocial approach to team-based care. _ obtained a doctorate in psychology from John F. Kennedy University and completed _ post-doctoral fellowship at an intensive outpatient program with Kaiser Permanente in Antioch. _ has practiced Zen for many years.",psychologist,M
5431,"_ has become a nationally known expert and speaker on the subject of credit and debt. _ has written two books, “How to Instantly Eliminate Credit Card Debt,” and “How to Cure Bad Credit in 30 Days.” Wondering what bankruptcy is or considering filing for bankruptcy? Check out _ website for video client testimonials and more information about eliminating debt in Milwaukee without bankruptcy.",attorney,M
5432,"_ is an in-network provider for Medicare insurance. _ attended medical school at UMDNJ-School of Osteopathic Medicine. Dr. _ trained at Peninsula Hospital Center, Saint Barnabas Medical Center, Livingston, and St. Barnabas Hospital, Bronx for residency. Dr. _ has received distinctions including Cited in editions of Research Council of America (Surgery) and Cited in of Research Council of America (Surgery). _ is affiliated with St. Francis Hospital and Capital Health.",physician,M
5433,"_ spent over 30 years teaching one of the top high school choral groups. Over _ career _ had almost 1,000 students. And a group of them spent last year organizing a surprise reunion for _. They came from across the U.S. and four other countries. Hundreds of them packed a local theater and surprised _ with an incredible performance.",teacher,M
5434,_ has been building REST APIs for over five years professionally. _ has used pretty much every major web framework in the Python ecosystem. _’s given talks at multiple PyCons including APAC and Germany. _ is currently working on evangelizing GraphQL to those who have used REST and are looking for better alternatives.,software_engineer,M
5435,"_ teaches courses in gender, interpersonal, and group communication. _ principal research interests lie in interpersonal communication in various contexts. _ teaching and research interests are interdisciplinary and for the past few years, _ has pursued both in collaboration with faculty in other departments within the School of Liberal Arts.",professor,F
5436,"_ received a Ph.D. in Marine Science from the University of Genova, and carried out research at several institutions in Italy, Australia, USA and UK. _ was a Fulbright Research Fellow at Stanford University. _ is author or co-author of more than 90 peer reviewed papers, and _ work has been cited more than 3300 times.",professor,F
5437,"First and foremost a director, _ also works at times as a writer, producer and actor. _ trained in a number of disciplines including acting. _ has a Bachelors and a Masters degree in film production. _ recent directing credits include the documentary biopics 'Bram Stoker & Dracula' and 'Robert Burns'; and the multi-award-nominated documentary film 'Vótaí Do Mhná' for TG4; the BBC films 'An Colaiste Éireannach', the series 'Féilte is Fleadh' and the award-winning short drama 'A short film about fear’, which played at festivals across Europe and North America. _ debut feature will be released this year. _ is currently developing more feature drama and more documentary work.",filmmaker,M
5438,"_ is more than a photographer, _ is an artist. _ will make anything look great. _ studio is state of the art, with amazing lighting and backdrops. _ gives _ customers options and time! _ is a patient and a nice man!",photographer,M
5439,"In 2007 _ became the fourth subject in Harvard geneticist George Church's Personal Genome Project and committed to making _ genetic and health information public. In 2009, _ had _ complete genome sequenced. _ narrative nonfiction book about these experiences, Here is a Human Being: At the Dawn of Personal Genomics, was published recently by HarperCollins.",professor,M
5440,"_ has worked extensively as a food and livelihood security consultant to international humanitarian aid organizations across Africa. _ current work in this area focuses on the expansion of food security indicators to increase local sensitivity to food crisis triggers. _ has also researched Native American reservation and urban nutritional dynamics, including impacts of low-income diets on overall health and food security issues. _ has been looking at cultural barriers to healthy eating among low-income urban Indian populations.",professor,F
